DETUID,IAUNAME,RA,DEC,DET_LIKE_0,primary_100,ls10_NWAY_p_any,ls10_NWAY_match_flag,ls10_LS10_RA,ls10_LS10_DEC,ls10_class_gal_exgal,ls10_Class_STAREX,ls10_Exgal_prob_STAREX,ls10_class_jetted,ls10_dered_mag_r,ls10_LS10_TYPE,ls10_n_alt,gdr3_NWAY_p_any,gdr3_NWAY_match_flag,gdr3_GDR3_RA,gdr3_GDR3_DEC,gdr3_GDR3_PQSO,gdr3_GDR3_PGal,gdr3_GDR3_Pstar,gdr3_GDR3_parallax,gdr3_GDR3_parallax_over_error,gdr3_GDR3_phot_g_mean_mag,gdr3_n_alt,cw_NWAY_p_any,cw_NWAY_match_flag,cw_CW2020_RA,cw_CW2020_DEC,cw_CW2020_w1mpro,cw_CW2020_w2mpro,cw_n_alt,in_ls10,in_gdr3,in_cw,gdr3_dsc_max,gdr3_dsc_label,ls10_gdr3_sep,diff_object_0.5,class_conflict_0.5,tier_0.5,diff_object_0.8,class_conflict_0.8,tier_0.8
sm03_093147_020_ML03360_001_c030,3eRASS J061042.1-573856,92.6755183131125,-57.64889258602277,7.3095264,True,0.9916708,1.0,92.67533649955244,-57.6489093034643,5.0,0.0,0.9677563090768457,0.0,20.57626552960053,PSF,0.0,0.9881958,1.0,92.67533649955244,-57.6489093034643,0.99685454,0.0,0.00314551,0.17301441497869818,0.29139143,20.43344,0.0,0.8618205,1.0,92.6753655,-57.6487741,17.171,16.428,0.0,True,True,True,0.99685454,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_205117_020_ML00228_001_c030,3eRASS J134329.9-273447,205.8747334413101,-27.579882119279844,20.104286,True,0.93028224,1.0,205.87676662401321,-27.580890437350696,4.0,0.0,0.9463055980254188,0.0,20.10441210106777,DEV,0.0,4.1295943e-06,1.0,205.87118800978158,-27.582701518406257,0.0,0.0,0.9999886,0.2531990606171121,0.9606558,18.727919,0.0,0.96678907,1.0,205.8767869,-27.5808801,15.541,14.611,0.0,True,True,True,0.9999886,STAR,18.957196178191438,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_298141_020_ML00687_001_c030,3eRASS J194235.5-495428,295.64818390036766,-49.90782644052313,6.1732936,True,0.99782157,1.0,295.6481836605796,-49.909046022181855,5.0,0.0,0.9570993262744234,0.0,19.799725584739814,PSF,0.0,0.9832122,1.0,295.6481836605796,-49.909046022181855,0.99998975,4e-08,1.018e-05,0.6885263738738846,1.3072643,19.97487,0.0,0.9585194,1.0,295.6482171,-49.9089426,16.823,15.953,0.0,True,True,True,0.99998975,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_035126_020_ML00215_001_c030,3eRASS J021432.1-351023,33.63407352015798,-35.17323533388691,50.839256,True,0.9936183,1.0,33.63393601899087,-35.17358804056154,-5.0,1.0,1.0512630654193954e-11,0.0,10.032897271697482,PSF,0.0,0.97910464,1.0,33.63393601899087,-35.17358804056154,0.0,0.0,0.99296397,7.791331314575799,579.1018,8.9664955,0.0,0.99793583,1.0,33.633925,-35.1735787,8.01,8.0,0.0,True,True,True,0.99296397,STAR,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_083084_020_ML00471_001_c030,3eRASS J053505.5+061151,83.7730444560579,6.197604700487004,10.595761,True,,,,,,,,,,,,0.0038329416,1.0,83.7749087933238,6.200108789132789,0.0010391,1.635e-05,0.99860746,,,21.058687,0.0,0.13338038,1.0,83.7747728,6.1999683,17.415,16.359,0.0,False,True,True,0.99860746,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_180075_020_ML00351_001_c030,3eRASS J115654.3+150904,179.22628286578475,15.15112743571351,12.061249,True,0.97022915,1.0,179.22506306262653,15.151127153775061,5.0,0.0,0.9882261428206929,0.0,22.14582706085188,PSF,0.0,1.0478603e-08,1.0,179.23450933847073,15.148892936162536,0.0,0.0,0.9999975,2.7622825011461147,3.5938594,20.08442,0.0,0.7778768,1.0,179.2250797,15.1510971,18.329,16.826,0.0,True,True,True,0.9999975,STAR,33.79558690801236,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_074084_020_ML00569_001_c030,3eRASS J044925.5+051825,72.35651914908617,5.307075262362755,20.025257,True,0.99784887,1.0,72.35777846943164,5.309196982686143,5.0,0.0,0.9739926902748045,0.0,19.901908490062223,PSF,0.0,0.4915307,1.0,72.35777846943164,5.309196982686143,0.17752391,5.5e-07,0.8224653,-1.3532712343881477,-1.8866245,20.293018,0.0,0.9947938,1.0,72.3578011,5.3091929,15.945,14.846,0.0,True,True,True,0.8224653,STAR,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_155135_020_ML00224_001_c030,3eRASS J101451.3-434811,153.714072651689,-43.80318721647261,21.205412,True,,,,,,,,,,,,0.97582513,1.0,153.71358266876427,-43.803193380392095,0.41859633,2.494e-05,0.581358,-0.5983335125626533,-1.0836626,20.224186,0.0,0.9975467,1.0,153.7136042,-43.803226,15.734,14.711,0.0,False,True,True,0.581358,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_230135_020_ML00747_001_c030,3eRASS J151341.2-454152,228.42207074799921,-45.697957055334435,10.573418,True,,,,,,,,,,,,0.0025050887,1.0,228.42248524212206,-45.69521207586128,0.0,0.0,0.99999315,0.30103071185644303,0.7429497,19.454407,0.0,0.9569277,1.0,228.4234047,-45.6977103,16.237,15.051,0.0,False,True,True,0.99999315,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_226150_020_ML00294_001_c030,3eRASS J145210.2-590645,223.04280990591434,-59.112670726251075,11.792225,True,,,,,,,,,,,,0.18763556,1.0,223.0459284059987,-59.11358270053709,0.0,0.0,0.9999785,3.1234943601082445,10.273256,15.457826,0.0,0.7900783,1.0,223.0425441,-59.1129296,13.505,13.46,0.0,False,True,True,0.9999785,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_198117_020_ML01057_001_c030,3eRASS J130815.6-273113,197.0651417683592,-27.52034693761851,7.060876,True,0.81174576,1.0,197.0645392997603,-27.521325164967504,4.0,0.0,0.9416811475467585,0.0,21.38332235539336,PSF,0.0,0.2012381,1.0,197.06340212346936,-27.520259395301952,0.0,0.0,0.99995387,0.339654400775318,1.4956588,18.794718,0.0,0.1775317,1.0,197.0630532,-27.5205301,16.652,16.292,0.0,True,True,True,0.99995387,STAR,5.28222133109675,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_131096_020_ML01113_001_c030,3eRASS J083726.0-063347,129.35844135703627,-6.563130937367042,8.081085,True,0.8610907,1.0,129.35829304765738,-6.565098093808259,4.0,0.0,0.8422569500741419,0.0,20.585458472222406,REX,0.0,0.08141508,1.0,129.35622545723382,-6.5626060731380385,4.51e-06,0.0,0.9999108,-0.023058422199456773,-0.13845496,18.632978,0.0,0.41527587,1.0,129.3582861,-6.5650732,16.495,16.018,0.0,True,True,True,0.9999108,STAR,11.625946876400093,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_179090_020_ML00183_001_c030,3eRASS J114845.8+005937,177.1911001117081,0.9936610151725357,25.362385,True,0.996916,1.0,177.19083620682838,0.9930447737358792,4.0,0.0,0.8774190228868864,0.0,18.675340376983016,SER,0.0,0.9004037,1.0,177.19083620682838,0.9930447737358792,5.559e-05,0.00033831,0.99663794,,,21.078407,0.0,0.98804647,1.0,177.1909565,0.9930058,14.478,14.004,0.0,True,True,True,0.99663794,STAR,0.0,False,True,T2_classified_contested,False,True,T2_classified_contested
sm03_038132_020_ML00107_001_c030,3eRASS J023048.6-405216,37.70283883881096,-40.871125336696316,108.10302,True,0.9973115,1.0,37.70317014541284,-40.871484347319324,4.0,0.0,0.8876079734054079,0.0,17.82862541893457,PSF,0.0,0.9999027,1.0,37.70317014541284,-40.871484347319324,1.0,0.0,0.0,0.1131627460364209,1.3583379,17.942423,0.0,0.99979436,1.0,37.7031475,-40.871479,14.522,13.436,0.0,True,True,True,1.0,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_027159_020_ML01566_001_c030,3eRASS J014853.3-691003,27.22244733629004,-69.16753558728446,6.0062423,True,0.00032490952,1.0,27.21642237309216,-69.16533542269312,4.0,0.0,0.8826014481212148,0.0,24.708882512317764,PSF,0.0,6.5130956e-07,1.0,27.223067257355282,-69.16161716702753,0.0,0.0,0.99998033,0.6330429624052264,10.85995,17.198975,0.0,0.0036239394,1.0,27.2158172,-69.165252,18.595,17.675,0.0,True,True,True,0.99998033,STAR,15.86088926570451,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_147054_020_ML00284_001_c030,3eRASS J094218.4+345353,145.5769370824132,34.89817266215049,23.806662,True,,,,,,,,,,,,0.99955606,1.0,145.5772164315196,34.89838742437379,1.0,0.0,0.0,0.2882450691013508,1.4306903,18.685114,0.0,0.9996158,1.0,145.577263,34.8983717,15.672,14.512,0.0,False,True,True,1.0,QSO,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_146129_020_ML00443_001_c030,3eRASS J094257.8-395311,145.74083814546748,-39.886460453148686,6.873451,True,,,,,,,,,,,,0.0018959413,1.0,145.74207866772588,-39.88314578113434,1e-08,0.0,0.9999984,1.426209196456751,2.0669,20.50894,0.0,0.0009312196,1.0,145.7364416,-39.8858364,17.302,16.926,1.0,False,True,True,0.9999984,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_080081_020_ML00825_001_c030,3eRASS J052259.8+101158,80.74958248550719,10.199563689823803,6.045997,True,,,,,,,,,,,,0.8794617,1.0,80.74851807742836,10.197848848538106,0.0,0.0,0.99999166,2.2472214105874175,95.74293,14.646245,0.0,0.89626116,1.0,80.7485155,10.1978541,11.607,11.602,0.0,False,True,True,0.99999166,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_050162_020_ML00291_001_c030,3eRASS J030257.0-703159,45.73760944255733,-70.5330970072682,20.282665,True,0.9995,1.0,45.738029365409766,-70.53338152548073,5.0,0.0,0.9829159229215875,0.0,20.726527676167763,REX,0.0,5.8270707e-05,1.0,45.72563207319964,-70.53274128738728,0.0,0.0,0.9999802,1.2130613247142066,5.231422,19.520506,0.0,0.94335604,1.0,45.7382664,-70.5333335,16.289,15.657,0.0,True,True,True,0.9999802,STAR,15.050897821402735,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_354168_020_ML00500_001_c030,3eRASS J233103.3-774433,352.7639578887836,-77.74266100292779,22.059795,True,0.9994696,1.0,352.75902013915305,-77.74253384277272,5.0,0.0,0.9738838539253281,0.0,19.495191637823794,PSF,0.0,0.9859369,1.0,352.75902013915305,-77.74253384277272,0.9995899,0.0,0.0004101,-0.21355929526593476,-0.7157079,19.677889,0.0,0.99990267,1.0,352.7588726,-77.7425231,16.229,15.176,0.0,True,True,True,0.9995899,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_087120_020_ML00507_001_c030,3eRASS J055239.5-312952,88.16472644445308,-31.49790640901868,23.290968,True,0.9998647,1.0,88.1646067312586,-31.498746779386007,5.0,0.0,0.9845853250708818,0.0,19.21194449826006,PSF,0.0,0.999879,1.0,88.1646067312586,-31.498746779386007,1.0,0.0,0.0,-0.4912240688942209,-1.7782198,19.386337,0.0,0.99983096,1.0,88.16461,-31.4987271,15.754,14.516,0.0,True,True,True,1.0,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sb03_208075_020_ML00154_001_c030,3eRASS J135017.6+162752,207.57357644617153,16.46453537090254,44.98837,True,0.9999597,1.0,207.5741720644292,16.464790391822376,5.0,0.0,0.9942541385332445,0.0,19.286382457440656,PSF,0.0,0.999984,1.0,207.5741720644292,16.464790391822376,1.0,0.0,0.0,-0.20774396000116768,-0.57483083,19.55589,0.0,0.99944997,1.0,207.5742258,16.4648199,15.822,14.691,0.0,True,True,True,1.0,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_176129_020_ML00151_001_c030,3eRASS J113858.4-384219,174.74337933013982,-38.70538744246958,35.055347,True,0.99603844,1.0,174.74393050783556,-38.704509688797735,3.0,0.0,,0.0,19.936489360089894,SER,0.0,0.61361414,1.0,174.74393050783556,-38.704509688797735,0.00174199,0.00453504,0.9937002,,,20.47327,0.0,0.983512,1.0,174.7439565,-38.704538,15.089,14.5,0.0,True,True,True,0.9937002,STAR,0.0,False,True,T2_classified_contested,False,False,T1_single_catalog_classified
sm03_104096_020_ML00035_001_c030,3eRASS J065623.2-055053,104.09704623280012,-5.848328764982158,98.96903,True,,,,,,,,,,,,0.69679856,1.0,104.09783306291786,-5.84932326976508,0.0,0.0,0.9997522,3.161573510774911,22.106924,14.44863,0.0,0.95124936,1.0,104.0977247,-5.8493461,10.398,10.313,0.0,False,True,True,0.9997522,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_nothing
sm03_198126_020_ML00359_001_c030,3eRASS J131711.6-351357,199.2983712744598,-35.23259222265305,17.529894,True,0.98295146,1.0,199.29731642107436,-35.23466325529311,5.0,0.0,0.9906024669719794,0.0,20.04201701986777,SER,0.0,0.051364154,1.0,199.29731642107436,-35.23466325529311,0.00259126,0.00011963,0.9961156,,,21.056305,0.0,0.9012163,1.0,199.2973373,-35.2346701,15.704,15.065,0.0,True,True,True,0.9961156,STAR,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_135099_020_ML00484_001_c030,3eRASS J090357.7-082906,135.99052154205236,-8.485235319901529,19.607174,True,0.98775697,1.0,135.99184532775854,-8.48694675345511,4.0,0.0,0.8939273350536676,0.0,21.09442398857422,PSF,0.0,0.0,1.0,135.98891188859497,-8.477040061298577,3.8e-07,1e-08,0.9999988,0.21158194978200456,0.3872389,20.223183,0.0,0.92860484,1.0,135.9918801,-8.4869161,16.686,15.546,0.0,True,True,True,0.9999988,STAR,37.16207782060841,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_100156_020_ML03353_001_c030,3eRASS J063234.2-655645,98.1427740884681,-65.94601424371768,6.4792423,True,0.0328805,1.0,98.13796858688569,-65.94518303874337,1.0,0.0,,0.0,19.794483181109847,SER,1.0,0.12557803,1.0,98.13796858688569,-65.94518303874337,0.01269715,2e-08,0.98730004,0.7518013676841756,1.2692417,20.357355,0.0,0.0248676,1.0,98.1387963,-65.9433977,14.263,14.067,0.0,True,True,True,0.98730004,STAR,0.0,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_170144_020_ML01123_001_c030,3eRASS J112731.6-540053,171.88173270724985,-54.01485398096488,7.466537,True,,,,,,,,,,,,0.06641673,1.0,171.8851416916137,-54.014208879670974,0.00016851,0.0,0.9998196,-2.2395893976999184,-2.9646177,20.452623,0.0,0.7341649,1.0,171.8849503,-54.0146143,15.646,15.027,0.0,False,True,True,0.9998196,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_089114_020_ML01127_001_c030,3eRASS J055041.4-244853,87.67275028265506,-24.814853613205944,8.59915,True,0.0001217329,1.0,87.66931275248365,-24.814363874071432,-5.0,1.0,0.0036847880464799497,0.0,16.322556820904666,PSF,0.0,0.03785341,1.0,87.67059162051662,-24.812795131482396,1e-08,0.0,0.9999214,0.20428994547030777,1.9955531,18.154215,2.0,0.03298863,1.0,87.6732421,-24.8132835,13.79,13.879,0.0,True,True,True,0.9999214,STAR,7.025438407305595,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_122165_020_ML02197_001_c030,3eRASS J075952.6-742952,119.9695260317092,-74.49798930080505,6.710152,True,0.9590497,1.0,119.96868830159593,-74.49803819323172,4.0,0.0,0.8954936350164374,0.0,22.28407674003222,REX,0.0,3.11967e-06,1.0,119.95060097274471,-74.49936651496293,4.988e-05,2.321e-05,0.9984228,,,21.034237,0.0,0.98067737,1.0,119.9690788,-74.4979859,17.256,16.287,0.0,True,True,True,0.9984228,STAR,18.048237157653123,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_060153_020_ML01696_001_c030,3eRASS J040715.4-642653,61.814504432779316,-64.44811918738667,9.503433,True,0.92396605,1.0,61.81365467312471,-64.449576364164,4.0,0.0,0.9189241764955416,0.0,22.194715149835627,PSF,0.0,9.769963e-15,1.0,61.820586376302344,-64.45576845883483,0.0,0.0,0.99999166,0.6753454261780164,3.224969,19.185114,0.0,0.84559023,1.0,61.8135695,-64.4495326,16.923,16.154,0.0,True,True,True,0.99999166,STAR,24.753821745308656,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_107156_020_ML00289_001_c030,3eRASS J070522.4-663107,106.34345264267002,-66.51870113347735,131.55038,True,0.99997556,1.0,106.34341646966753,-66.5191289144066,5.0,0.0,0.9920070621849559,0.0,18.997391596200494,PSF,0.0,0.99999946,1.0,106.34341646966753,-66.5191289144066,0.9491875,0.0,0.05080525,0.13453304941449185,0.62616855,19.272715,0.0,0.9971876,1.0,106.3433073,-66.5191658,15.12,13.827,0.0,True,True,True,0.9491875,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_241111_020_ML00308_001_c030,3eRASS J155902.0-222413,239.75853041489088,-22.40370492100423,21.965033,True,0.7540576,1.0,239.75833244845018,-22.40375562196195,3.0,0.0,,0.0,inf,SER,0.0,0.90783226,1.0,239.75833244845018,-22.40375562196195,0.0,1.0,0.0,0.3216993930143531,0.37843665,19.873293,0.0,0.962757,1.0,239.7584186,-22.4038541,14.301,13.952,0.0,True,True,True,1.0,GALAXY,0.0,False,False,T1_single_catalog_classified,False,False,T4_in_ls10_unclassified
sm03_224123_020_ML00905_001_c030,3eRASS J150330.7-342129,225.87816141576752,-34.35807288384168,6.6116085,True,0.0014228745,1.0,225.87627602388596,-34.35943805066659,2.0,1.0,0.03347646009643856,0.0,22.51043197676467,PSF,0.0,1.37404595e-05,1.0,225.87474469795526,-34.362486165238245,0.0,0.0,0.9999947,0.3710874970925802,1.4334182,18.994026,0.0,0.019461395,1.0,225.87643,-34.35946,18.165,17.75,1.0,True,True,True,0.9999947,STAR,11.879469110606246,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_191084_020_ML00384_001_c030,3eRASS J124052.4+070134,190.21871952032768,7.0263295061231945,17.56905,True,0.9998417,1.0,190.2186769423663,7.025368132404831,5.0,0.0,0.9991422741542307,0.0,20.17804648152802,REX,0.0,0.99214876,1.0,190.2186769423663,7.025368132404831,0.9976084,0.00010505,0.00228655,-2.2416156914337457,-2.7698221,20.404633,0.0,0.9958219,1.0,190.218663,7.0254019,15.581,15.04,0.0,True,True,True,0.9976084,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_124108_020_ML00001_001_c030,3eRASS J081506.6-190319,123.77789543674358,-19.055367420858648,3887.6245,True,,,,,,,,,,,,0.8120648,1.0,123.77841313132109,-19.05523701981547,4.7e-07,6e-07,0.99999887,7.3570614023111185,199.85933,15.954804,0.0,0.996973,1.0,123.7784954,-19.0551697,13.584,13.14,0.0,False,True,True,0.99999887,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_179096_020_ML00072_001_c030,3eRASS J114910.8-065957,177.2953602316183,-6.999233179151801,71.35582,True,0.9998748,1.0,177.29580529909023,-6.999243355860623,-5.0,1.0,1.6112705668923454e-08,0.0,13.56674670752602,PSF,0.0,0.9996521,1.0,177.29580529909023,-6.999243355860623,0.0,0.0,0.9982583,7.932865121591778,361.09088,13.377705,0.0,0.9928687,1.0,177.2958349,-6.9992705,10.195,10.136,0.0,True,True,True,0.9982583,STAR,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_007138_020_ML00551_001_c030,3eRASS J001825.0-464824,4.6044122283669395,-46.8068372867174,16.756968,True,0.9468534,1.0,4.6058576428556774,-46.806616388705294,4.0,0.0,0.8582974078210439,0.0,20.01459934663545,DEV,0.0,0.0,1.0,4.6020970576680424,-46.797870992751015,0.00012314,4.496e-05,0.99944955,,,21.314383,0.0,0.9992142,1.0,4.6057928,-46.8066073,15.846,15.177,0.0,True,True,True,0.99944955,STAR,32.81875967788582,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_099066_020_ML00812_001_c030,3eRASS J063945.2+233623,99.93836683701706,23.60666378964666,7.4482255,True,,,,,,,,,,,,0.4579589,1.0,99.93898956394574,23.607542983683956,0.00910654,0.00012316,0.9894716,,,20.552797,0.0,0.96718854,1.0,99.9388896,23.6075131,16.082,15.135,0.0,False,True,True,0.9894716,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_045117_020_ML01620_001_c030,3eRASS J025557.0-280919,43.98789510800778,-28.1555046643902,6.402861,True,0.0022996787,1.0,43.994078063619284,-28.153012764243616,4.0,0.0,0.9168205485571063,0.0,22.83292118130439,PSF,0.0,5.351275e-14,1.0,43.995673602923034,-28.14702625467669,0.00029432,0.00022688,0.99774903,,,21.84521,0.0,0.10089942,1.0,43.9920874,-28.1543679,16.162,15.755,0.0,True,True,True,0.99774903,STAR,22.138479359909194,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_315156_020_ML00511_001_c030,3eRASS J205427.1-671303,313.6129250867898,-67.21761862982831,8.773855,True,0.99641925,1.0,313.60994808023304,-67.21706711968162,5.0,0.0,0.9649010698766852,0.0,20.407886588914213,PSF,0.0,0.8972814,1.0,313.60994808023304,-67.21706711968162,0.9374332,0.0,0.06256607,-0.5457764562005825,-0.75469816,20.563295,0.0,0.9683458,1.0,313.60998,-67.21707,17.206,15.929,0.0,True,True,True,0.9374332,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_150141_020_ML00185_001_c030,3eRASS J100238.4-515027,150.6602413784509,-51.84084756281075,25.905586,True,,,,,,,,,,,,0.2952238,1.0,150.65990193358107,-51.84080919918979,0.0,0.0,0.99885,3.8239727786372835,330.3746,10.579565,0.0,0.98588824,1.0,150.6599349,-51.8408115,9.507,9.515,0.0,False,True,True,0.99885,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_326147_020_ML00541_001_c030,3eRASS J213837.1-582158,324.65483771659433,-58.36618221535092,7.8358374,True,0.083831586,1.0,324.6617280997147,-58.366891768923395,-5.0,1.0,4.3116586335037787e-07,0.0,12.741057244558949,PSF,0.0,0.22496733,1.0,324.6617280997147,-58.366891768923395,0.0,0.0,0.9995907,1.5595282961107824,87.378746,12.869666,0.0,0.059636794,1.0,324.6507365,-58.3696411,17.494,16.235,1.0,True,True,True,0.9995907,STAR,0.0,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
